layer,head,score_sum,score_mean,nonzero,max
15,27,0.5035562955562956,0.0005035562955562955,11,0.125
16,0,560.1533074138028,0.5601533074138029,828,5.330588624338622
16,1,479.374417020393,0.479374417020393,826,3.2142857142857153
16,2,4.415700308538823,0.004415700308538823,75,0.475
16,3,3.7793825175834677,0.003779382517583468,82,0.16666666666666666
16,4,7.536138822673301,0.007536138822673301,106,0.6666666666666667
16,5,298.74898925632476,0.29874898925632476,742,3.6701629389129393
16,6,6.365750623077142,0.006365750623077142,114,0.2777777777777778
16,7,346.5672392445723,0.34656723924457233,807,3.3462854195612817
16,8,0.0,0.0,0,0.0
16,9,617.5910921378622,0.6175910921378622,826,4.980588624338624
16,10,0.0,0.0,0,0.0
16,11,84.63564344977182,0.08463564344977181,496,2.449343711843712
16,12,100.83956616703934,0.10083956616703933,593,1.4227934102934103
16,13,675.3352381509374,0.6753352381509373,832,4.329011027286891
16,14,59.145998793304656,0.059145998793304656,539,0.9079365079365079
16,15,3.623710555254983,0.0036237105552549827,104,0.10470238095238095
16,16,6.0942694447783206,0.00609426944477832,97,0.25
16,17,33.28999192399113,0.03328999192399113,346,0.7499999999999999
16,18,0.1756146387725335,0.0001756146387725335,8,0.038461538461538464
16,19,39.30469703068982,0.039304697030689825,410,1.364186507936508
16,20,354.0731299012567,0.3540731299012567,799,3.333333333333333
16,21,0.0,0.0,0,0.0
16,22,0.0,0.0,0,0.0
16,23,0.0,0.0,0,0.0
16,24,0.0,0.0,0,0.0
16,25,0.0,0.0,0,0.0
16,26,0.0,0.0,0,0.0
16,27,0.5879638409948913,0.0005879638409948913,19,0.07692307692307693
17,0,1.2660198514007097,0.0012660198514007097,24,0.5
17,1,0.0,0.0,0,0.0
17,2,0.0,0.0,0,0.0
17,3,0.0,0.0,0,0.0
17,4,0.0,0.0,0,0.0
17,5,0.0,0.0,0,0.0
17,6,0.0,0.0,0,0.0
17,7,495.974468371503,0.495974468371503,816,3.8973080080838702
17,8,815.4653082875848,0.8154653082875848,858,5.107414568190433
17,9,0.0,0.0,0,0.0
17,10,0.14351851851851852,0.00014351851851851852,2,0.125
17,11,0.0,0.0,0,0.0
17,12,0.0,0.0,0,0.0
17,13,85.13407514893676,0.08513407514893676,569,1.7314514189514194
17,14,165.8024916440645,0.1658024916440645,713,2.4250420875420877
17,15,7.223171842046543,0.007223171842046543,167,0.16666666666666666
17,16,0.0,0.0,0,0.0
17,17,5.653788581183022,0.005653788581183023,96,0.26587301587301587
17,18,362.5463959857468,0.36254639598574684,819,2.361706349206349
17,19,609.2458505463362,0.6092458505463362,810,4.639384920634921
17,20,71.34102750748585,0.07134102750748585,553,1.2220658970658973
17,21,0.05316091954022988,5.316091954022988e-05,2,0.041666666666666664
17,22,0.13146535736805015,0.00013146535736805015,6,0.045454545454545456
17,23,0.02849002849002849,2.8490028490028492e-05,2,0.019230769230769232
17,24,377.908217815868,0.377908217815868,817,3.8516744829244844
17,25,0.0,0.0,0,0.0
17,26,0.7125953776968925,0.0007125953776968925,21,0.16666666666666666
17,27,0.45234440267335,0.00045234440267335005,8,0.14166666666666666
18,0,0.0,0.0,0,0.0
18,1,0.0,0.0,0,0.0
18,2,0.0,0.0,0,0.0
18,3,0.0,0.0,0,0.0
18,4,0.009259259259259259,9.259259259259259e-06,1,0.009259259259259259
18,5,0.0,0.0,0,0.0
18,6,0.0,0.0,0,0.0
18,7,0.0,0.0,0,0.0
18,8,0.0,0.0,0,0.0
18,9,0.0,0.0,0,0.0
18,10,33.10342365467135,0.03310342365467135,415,0.5863095238095237
18,11,0.0,0.0,0,0.0
18,12,0.0,0.0,0,0.0
18,13,0.15214562046140995,0.00015214562046140994,7,0.05263157894736842
18,14,2.028679617166459,0.0020286796171664592,37,0.16666666666666666
18,15,1.2674895018208245,0.0012674895018208246,37,0.08333333333333333
18,16,131.734680711009,0.131734680711009,639,2.1341269841269837
18,17,0.0,0.0,0,0.0
18,18,29.7407235955107,0.0297407235955107,347,0.5833333333333334
18,19,0.0,0.0,0,0.0
18,20,0.0,0.0,0,0.0
18,21,0.0,0.0,0,0.0
18,22,0.0,0.0,0,0.0
18,23,0.0,0.0,0,0.0
18,24,0.0,0.0,0,0.0
18,25,0.0,0.0,0,0.0
18,26,0.06666666666666667,6.666666666666667e-05,1,0.06666666666666667
18,27,0.0,0.0,0,0.0
19,0,0.0,0.0,0,0.0
19,1,0.0,0.0,0,0.0
19,2,0.0,0.0,0,0.0
19,3,0.06944444444444445,6.944444444444444e-05,2,0.041666666666666664
19,4,2.531624075747727,0.002531624075747727,48,0.16666666666666666
19,5,5.034249412608928,0.005034249412608928,116,0.18888888888888888
19,6,479.37823599309985,0.47937823599309987,842,3.6150162337662355
19,7,0.0,0.0,0,0.0
19,8,0.0,0.0,0,0.0
19,9,0.0,0.0,0,0.0
19,10,0.0,0.0,0,0.0
19,11,0.0,0.0,0,0.0
19,12,0.0,0.0,0,0.0
19,13,0.0,0.0,0,0.0
19,14,8.964450606557925,0.008964450606557924,158,0.3007936507936508
19,15,800.6051276919225,0.8006051276919225,859,4.7244475352234
19,16,3.202281746031746,0.003202281746031746,36,0.41666666666666663
19,17,594.0075369441308,0.5940075369441309,857,7.442340067340086
19,18,302.6619748330196,0.3026619748330196,786,3.2183201058201063
19,19,43.21219787814133,0.04321219787814133,354,1.4166666666666665
19,20,413.17753990278663,0.41317753990278666,815,3.232428451178451
19,21,0.0,0.0,0,0.0
19,22,379.894168741558,0.379894168741558,788,6.128155178155174
19,23,104.58951979605371,0.1045895197960537,641,1.1666666666666665
19,24,1.2583885096385097,0.0012583885096385096,32,0.1
19,25,0.4344033471974649,0.0004344033471974649,9,0.1111111111111111
19,26,90.51155312278544,0.09051155312278544,556,1.5250000000000001
19,27,22.030506966134674,0.022030506966134674,316,0.5055555555555555
20,0,0.0,0.0,0,0.0
20,1,0.0,0.0,0,0.0
20,2,0.0,0.0,0,0.0
20,3,0.0625,6.25e-05,1,0.0625
20,4,0.0,0.0,0,0.0
20,5,1.5333470845147321,0.001533347084514732,38,0.2583333333333333
20,6,0.0,0.0,0,0.0
20,7,0.03571428571428571,3.571428571428571e-05,1,0.03571428571428571
20,8,301.05420383421415,0.30105420383421416,818,2.6871406371406374
20,9,404.0835590174688,0.40408355901746884,798,3.996804353054355
20,10,0.09257409257409258,9.257409257409258e-05,2,0.05411255411255411
20,11,0.15,0.00015,3,0.08333333333333333
20,12,0.0,0.0,0,0.0
20,13,0.0,0.0,0,0.0
20,14,0.0,0.0,0,0.0
20,15,0.22058080808080807,0.00022058080808080808,4,0.1111111111111111
20,16,0.68547721341839,0.0006854772134183899,17,0.1
20,17,222.65873984866738,0.22265873984866738,798,1.6198412698412696
20,18,4.603539942561735,0.004603539942561735,101,0.14285714285714285
20,19,28.38175564559424,0.02838175564559424,360,0.8358585858585857
20,20,0.06388888888888888,6.388888888888888e-05,2,0.041666666666666664
20,21,247.9413855362769,0.2479413855362769,782,2.248842592592593
20,22,0.007692307692307693,7.692307692307692e-06,1,0.007692307692307693
20,23,0.05555555555555555,5.555555555555555e-05,1,0.05555555555555555
20,24,0.0,0.0,0,0.0
20,25,0.0,0.0,0,0.0
20,26,45.150197275728,0.045150197275728,440,0.8122474747474748
20,27,2.1237346043247434,0.0021237346043247434,45,0.24404761904761904
21,0,16.541349671479168,0.016541349671479168,292,0.25578703703703703
21,1,1.033530331324449,0.001033530331324449,22,0.125
21,2,4.096518661604351,0.0040965186616043515,76,0.4
21,3,0.22275088065529242,0.00022275088065529242,8,0.05
21,4,6.9570641605162,0.0069570641605162,128,0.5884615384615385
21,5,371.7032879854721,0.37170328798547214,824,19.098415473415464
21,6,0.0,0.0,0,0.0
21,7,55.80865117151586,0.055808651171515865,531,0.950925925925926
21,8,0.0,0.0,0,0.0
21,9,0.0,0.0,0,0.0
21,10,0.3652281746031746,0.0003652281746031746,9,0.07142857142857142
21,11,0.0,0.0,0,0.0
21,12,0.0,0.0,0,0.0
21,13,535.9581273118918,0.5359581273118917,837,3.528845627552524
21,14,284.71217331323294,0.28471217331323295,830,2.325
21,15,0.0,0.0,0,0.0
21,16,0.0,0.0,0,0.0
21,17,1.0862973743662598,0.0010862973743662597,30,0.14285714285714285
21,18,0.0,0.0,0,0.0
21,19,0.2569576426283743,0.0002569576426283743,7,0.06666666666666667
21,20,0.0,0.0,0,0.0
21,21,24.99196282639783,0.02499196282639783,366,0.5
21,22,61.89979425715018,0.06189979425715018,562,0.9423400673400673
21,23,0.0,0.0,0,0.0
21,24,15.869478315702136,0.015869478315702134,280,0.39166666666666666
21,25,517.0883839685209,0.517088383968521,848,17.74942002442002
21,26,21.117240761451264,0.021117240761451262,301,1.125
21,27,15.56670910199258,0.015566709101992579,249,0.32619047619047614
22,0,4.609253136902357,0.004609253136902356,75,0.25
22,1,905.901570333154,0.905901570333154,865,5.571272932048797
22,2,0.14166666666666666,0.00014166666666666665,2,0.1
22,3,925.5400575866356,0.9255400575866356,855,5.827225313001177
22,4,850.3593111716614,0.8503593111716614,862,10.091447441447437
22,5,370.7788260908107,0.3707788260908107,815,2.7964285714285717
22,6,669.4196623539667,0.6694196623539667,805,5.545479281255146
22,7,836.6987629080254,0.8366987629080254,868,5.943939393939392
22,8,15.911802837521629,0.015911802837521628,264,0.5191729323308271
22,9,1.087314135140222,0.001087314135140222,20,0.225
22,10,258.64411286643985,0.25864411286643985,801,3.2549850532609153
22,11,5.34126600911944,0.00534126600911944,90,0.625
22,12,27.447499812086832,0.027447499812086832,323,0.5909090909090909
22,13,7.1092001519738615,0.007109200151973862,122,0.26666666666666666
22,14,1.0244613229907347,0.0010244613229907346,22,0.16666666666666666
22,15,1.2745858527437475,0.0012745858527437475,30,0.125
22,16,0.0,0.0,0,0.0
22,17,101.35209515690761,0.10135209515690762,675,0.8136599511599512
22,18,12.527072936014655,0.012527072936014655,204,1.5333333333333332
22,19,16.522798306507696,0.016522798306507696,250,0.3333333333333333
22,20,0.02631578947368421,2.631578947368421e-05,1,0.02631578947368421
22,21,107.68196885266723,0.10768196885266723,669,2.5102633477633476
22,22,392.2886342350373,0.3922886342350373,812,3.671317340067341
22,23,2.4422013364969075,0.0024422013364969073,34,0.41666666666666663
22,24,293.94329699420217,0.2939432969942022,817,2.8511904761904767
22,25,804.604527895105,0.804604527895105,866,4.5101761664261675
22,26,28.80299177570103,0.02880299177570103,380,0.6071428571428571
22,27,311.92845636774274,0.31192845636774275,809,3.373635161135162
23,0,28.90140258919761,0.02890140258919761,335,0.7916666666666664
23,1,31.417822826864644,0.031417822826864644,328,0.9156440781440781
23,2,39.43876342476807,0.03943876342476807,382,5.909090909090923
23,3,6.557930004021646,0.006557930004021646,126,0.2857142857142857
23,4,25.719025762996147,0.025719025762996145,288,0.7285714285714286
23,5,167.76059068341496,0.16776059068341495,697,4.355699855699855
23,6,45.32395877849059,0.04532395877849059,447,0.7186234817813764
23,7,0.28749509506088455,0.00028749509506088454,9,0.07142857142857142
23,8,47.63846528785939,0.04763846528785939,372,0.9334656084656084
23,9,296.3614109749189,0.2963614109749189,796,2.4679920175609835
23,10,0.016666666666666666,1.6666666666666667e-05,1,0.016666666666666666
23,11,796.6888505479998,0.7966888505479998,858,4.5555983288741935
23,12,577.588705834312,0.577588705834312,820,4.3490507098265745
23,13,677.424103387737,0.677424103387737,828,5.115946314222179
23,14,58.79979807249195,0.05879979807249195,539,1.1328754578754578
23,15,132.67057046628312,0.1326705704662831,714,1.791157740726706
23,16,0.0,0.0,0,0.0
23,17,21.2167562749192,0.0212167562749192,278,0.5746031746031746
23,18,150.37546979025666,0.15037546979025665,700,5.317307692307696
23,19,132.28081069030128,0.1322808106903013,704,1.8485375735375735
23,20,128.74187902862462,0.12874187902862463,661,8.277777777777757
23,21,0.0,0.0,0,0.0
23,22,0.0,0.0,0,0.0
23,23,0.0,0.0,0,0.0
23,24,0.0,0.0,0,0.0
23,25,0.0,0.0,0,0.0
23,26,0.0,0.0,0,0.0
23,27,0.0,0.0,0,0.0
24,0,0.0,0.0,0,0.0
24,1,0.0,0.0,0,0.0
24,2,0.0,0.0,0,0.0
24,3,0.0,0.0,0,0.0
24,4,0.0,0.0,0,0.0
24,5,0.0,0.0,0,0.0
24,6,0.0,0.0,0,0.0
24,7,0.0,0.0,0,0.0
24,8,0.08218864468864467,8.218864468864468e-05,3,0.03571428571428571
24,9,0.831773828023828,0.0008317738280238281,14,0.16666666666666666
24,10,0.17323232323232324,0.00017323232323232323,4,0.05555555555555555
24,11,3.7459519771667296,0.0037459519771667294,61,0.3333333333333333
24,12,0.0,0.0,0,0.0
24,13,0.20202020202020202,0.00020202020202020202,2,0.1111111111111111
24,14,24.438740133899113,0.024438740133899114,403,0.3333333333333333
24,15,8.22487665230329,0.00822487665230329,134,0.7999999999999999
24,16,0.038461538461538464,3.846153846153846e-05,1,0.038461538461538464
24,17,99.4922634088366,0.0994922634088366,678,1.0928030303030303
24,18,0.0625,6.25e-05,1,0.0625
24,19,82.9287522903091,0.0829287522903091,588,10.733333333333317
24,20,0.0,0.0,0,0.0
24,21,330.7962831087146,0.3307962831087146,790,3.1416666666666666
24,22,0.047619047619047616,4.7619047619047614e-05,1,0.047619047619047616
24,23,17.732221436760184,0.017732221436760183,267,0.42058080808080806
24,24,71.66323244821376,0.07166323244821377,508,1.563095238095238
24,25,34.65657830100282,0.03465657830100282,360,1.5537878787878787
24,26,285.4585588551413,0.28545855885514126,759,17.912037037037
24,27,124.986465296115,0.124986465296115,691,1.9083333333333334
25,0,0.0,0.0,0,0.0
25,1,10.773293061506722,0.010773293061506721,27,9.733333333333318
25,2,0.0,0.0,0,0.0
25,3,0.0,0.0,0,0.0
25,4,0.0,0.0,0,0.0
25,5,0.8224643013436116,0.0008224643013436116,16,0.125
25,6,0.26666666666666666,0.0002666666666666667,1,0.26666666666666666
25,7,70.53156079958094,0.07053156079958095,564,3.2272727272727253
25,8,114.1544827500047,0.1141544827500047,672,1.71984126984127
25,9,128.7211468261538,0.12872114682615382,705,1.25
25,10,134.07113909620227,0.13407113909620227,705,6.82777777777777
25,11,67.1484088847602,0.0671484088847602,552,0.7
25,12,128.36801923536237,0.12836801923536237,665,1.0136363636363637
25,13,129.10013545857146,0.12910013545857146,705,1.6750000000000003
25,14,0.0,0.0,0,0.0
25,15,0.2953663915060974,0.0002953663915060974,9,0.1
25,16,0.0,0.0,0,0.0
25,17,0.0,0.0,0,0.0
25,18,0.0,0.0,0,0.0
25,19,0.0,0.0,0,0.0
25,20,0.0,0.0,0,0.0
25,21,0.0,0.0,0,0.0
25,22,0.0,0.0,0,0.0
25,23,145.21127771380327,0.14521127771380327,713,19.25
25,24,11.809603490377373,0.011809603490377374,177,0.49999999999999994
25,25,779.8695329857139,0.7798695329857139,867,20.393907018907054
25,26,0.0,0.0,0,0.0
25,27,0.0,0.0,0,0.0
26,0,114.06796324968138,0.11406796324968138,644,2.5166666666666666
26,1,119.05456790209752,0.11905456790209752,604,19.62037037037038
26,2,88.97796665649469,0.08897796665649468,616,2.111111111111111
26,3,71.03339860911771,0.07103339860911771,556,0.8420634920634922
26,4,58.16350501854234,0.05816350501854234,507,0.8023504273504274
26,5,70.88873701526299,0.07088873701526299,565,0.7659090909090909
26,6,83.73249553099724,0.08373249553099724,619,3.005128205128206
26,7,1.0668788560702243,0.0010668788560702243,20,0.15555555555555556
26,8,0.0,0.0,0,0.0
26,9,141.7848513341922,0.14178485133419222,729,1.8428571428571414
26,10,0.0,0.0,0,0.0
26,11,0.0,0.0,0,0.0
26,12,0.0,0.0,0,0.0
26,13,57.41100576779381,0.05741100576779381,563,0.9041361416361416
26,14,479.52548152271436,0.47952548152271435,840,5.438727938727938
26,15,456.10420800261556,0.4561042080026156,832,3.4259920634920635
26,16,158.04582812687568,0.15804582812687568,704,4.88927738927739
26,17,82.64368207999688,0.08264368207999688,621,0.831060606060606
26,18,117.44283065712409,0.11744283065712409,685,1.6155677655677647
26,19,91.96661917563104,0.09196661917563104,618,1.4333333333333336
26,20,0.0,0.0,0,0.0
26,21,12.710109971297225,0.012710109971297226,219,0.3333333333333333
26,22,1.001706610812648,0.001001706610812648,26,0.1
26,23,14.996010235771886,0.014996010235771885,252,0.625
26,24,69.9909386585935,0.0699909386585935,512,24.055555555555493
26,25,257.3469545736684,0.2573469545736684,793,1.8553150553150555
26,26,0.0,0.0,0,0.0
26,27,0.011764705882352941,1.1764705882352942e-05,1,0.011764705882352941
27,0,6.820631667771803,0.006820631667771803,96,0.3333333333333333
27,1,170.1951803692654,0.1701951803692654,719,20.666666666666707
27,2,54.787946512228764,0.05478794651222876,460,1.4333333333333333
27,3,213.85956590769882,0.21385956590769883,747,2.3428571428571434
27,4,119.9149807553231,0.1199149807553231,671,4.125
27,5,146.06623165624205,0.14606623165624205,716,4.545454545454548
27,6,272.31216619559086,0.27231216619559084,785,2.4444444444444433
27,7,0.44262773973927494,0.00044262773973927495,15,0.08125
27,8,0.0,0.0,0,0.0
27,9,0.0,0.0,0,0.0
27,10,0.18648989898989898,0.00018648989898989899,6,0.0625
27,11,0.0,0.0,0,0.0
27,12,0.3582481245200544,0.0003582481245200544,13,0.05
27,13,0.4260327146602176,0.0004260327146602176,12,0.125
27,14,224.84056353087598,0.22484056353087598,781,2.95
27,15,284.94947778309773,0.28494947778309776,798,5.883838383838397
27,16,89.34303003674518,0.08934303003674518,557,1.175412087912088
27,17,151.5585728533386,0.1515585728533386,734,1.4018009768009771
27,18,208.59706156366065,0.20859706156366065,773,5.358333333333337
27,19,324.963628569185,0.324963628569185,815,5.343498168498169
27,20,171.6722452145617,0.1716722452145617,728,2.0335317460317457
27,21,208.1616473563597,0.2081616473563597,772,4.499999999999992
27,22,216.8490437335407,0.2168490437335407,779,1.5833333333333337
27,23,220.757946847163,0.220757946847163,795,3.6422466422466413
27,24,155.73828593589712,0.15573828593589711,727,2.844444444444445
27,25,0.0,0.0,0,0.0
27,26,2.541661836358246,0.0025416618363582463,38,0.4583333333333333
27,27,195.5954794696097,0.1955954794696097,769,1.646031746031746
